Customer_Id,Customer_Fname,Customer_Lname,Customer_Email,Customer_Password,Customer_Segment,Customer_Street,Customer_Country,Customer_City,Customer_State,Customer_Zipcode,Latitude,Longitude
8709,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,2930 Middle Wagon  Cape,EE. UU.,Alameda,CA,94501,37.76644898,-122.2498398
11329,Hannah,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,5086 Emerald Fox Farms,Puerto Rico,Caguas,PR,725,18.29944229,-66.37052155
10681,Mary,Hatfield,XXXXXXXXX,XXXXXXXXX,Consumer,1023 Merry Canyon,EE. UU.,Alameda,CA,94501,37.77148056,-122.2670288
13963,Bertha,Miles,XXXXXXXXX,XXXXXXXXX,Corporate,6267 Rustic Fox Swale,EE. UU.,Alameda,CA,94501,37.76644898,-122.2498398
9353,Michael,Scott,XXXXXXXXX,XXXXXXXXX,Home Office,5703 Tawny Creek Townline,Puerto Rico,Caguas,PR,725,18.2988205,-66.37059784
8667,Michael,Williams,XXXXXXXXX,XXXXXXXXX,Corporate,5589 Cinder Berry Heights,EE. UU.,Alameda,CA,94501,37.76644898,-122.2498398
8709,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,2930 Middle Wagon  Cape,EE. UU.,Alameda,CA,94501,37.76644898,-122.2498398
11329,Hannah,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,5086 Emerald Fox Farms,Puerto Rico,Caguas,PR,725,18.29944229,-66.37052155
8709,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,2930 Middle Wagon  Cape,EE. UU.,Alameda,CA,94501,37.76644898,-122.2498398
19362,Anika,Stokes,XXXXXXXXX,XXXXXXXXX,Consumer,7176 Bright Timber Passage,EE. UU.,Albany,OR,97321,44.63076019,-123.1084366
16768,Vivien,Durham,XXXXXXXXX,XXXXXXXXX,Consumer,7176 Bright Timber Passage,EE. UU.,Albany,OR,97321,44.63076019,-123.1084366
2953,Donna,Jones,XXXXXXXXX,XXXXXXXXX,Consumer,4661 Iron Landing,EE. UU.,Albany,OR,97321,44.60060883,-123.1132736
7052,Mary,Faulkner,XXXXXXXXX,XXXXXXXXX,Consumer,1475 Red Creek Stead,EE. UU.,Albany,OR,97321,44.65587616,-123.1170349
17983,Ramona,Miller,XXXXXXXXX,XXXXXXXXX,Corporate,4661 Iron Landing,EE. UU.,Albany,OR,97321,44.60060883,-123.1132736
7052,Mary,Faulkner,XXXXXXXXX,XXXXXXXXX,Consumer,1475 Red Creek Stead,EE. UU.,Albany,OR,97321,44.65587616,-123.1170349
7052,Mary,Faulkner,XXXXXXXXX,XXXXXXXXX,Consumer,1475 Red Creek Stead,EE. UU.,Albany,OR,97321,44.65587616,-123.1170349
7052,Mary,Faulkner,XXXXXXXXX,XXXXXXXXX,Consumer,1475 Red Creek Stead,EE. UU.,Albany,OR,97321,44.65587616,-123.1170349
7052,Mary,Faulkner,XXXXXXXXX,XXXXXXXXX,Consumer,1475 Red Creek Stead,EE. UU.,Albany,OR,97321,44.65587616,-123.1170349
7052,Mary,Faulkner,XXXXXXXXX,XXXXXXXXX,Consumer,1475 Red Creek Stead,EE. UU.,Albany,OR,97321,44.65587616,-123.1170349
8463,Nathan,Burns,XXXXXXXXX,XXXXXXXXX,Home Office,4029 Lazy Hickory Impasse,EE. UU.,Albany,OR,97321,44.60580444,-123.1134262
8463,Nathan,Burns,XXXXXXXXX,XXXXXXXXX,Home Office,4029 Lazy Hickory Impasse,EE. UU.,Albany,OR,,44.60580444,-123.1134262
2953,Donna,Jones,XXXXXXXXX,XXXXXXXXX,Consumer,4661 Iron Landing,EE. UU.,Albany,OR,97321,44.60060883,-123.1132736
8319,Mary,Sanchez,XXXXXXXXX,XXXXXXXXX,Consumer,9 Silver View,EE. UU.,Albany,OR,97321,44.63076019,-123.1084366
2953,Donna,Jones,XXXXXXXXX,XXXXXXXXX,Consumer,4661 Iron Landing,EE. UU.,Albany,OR,97321,44.60060883,-123.1132736
4673,Wayne,Hodges,XXXXXXXXX,XXXXXXXXX,Home Office,7509 Iron Concession,Puerto Rico,Caguas,PR,725,18.20111656,-66.37059021
717,Mary,Camacho,XXXXXXXXX,XXXXXXXXX,,4845 Thunder Embers Hollow,EE. UU.,Albuquerque,NM,87111,35.13143921,-106.5452042
7465,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7732 Honey Dale,EE. UU.,Albuquerque,NM,87120,35.12392044,-106.723587
3938,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,2556 Umber Autoroute,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
10834,Susan,Sullivan,XXXXXXXXX,XXXXXXXXX,Corporate,4543 Cinder Link,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
7465,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7732 Honey Dale,EE. UU.,Albuquerque,NM,87120,35.12392044,-106.723587
717,Mary,Camacho,XXXXXXXXX,XXXXXXXXX,Corporate,4845 Thunder Embers Hollow,EE. UU.,Albuquerque,NM,87111,35.13143921,-106.5452042
4209,Mary,Lara,XXXXXXXXX,XXXXXXXXX,Consumer,1613 Broad Beach,Puerto Rico,Caguas,PR,725,18.20330429,-66.37052155
8917,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,4992 Jagged Forest Subdivision,Puerto Rico,Caguas,PR,725,18.22487068,-66.37052155
18953,Susan,Berry,XXXXXXXXX,XXXXXXXXX,Corporate,4435 Silent Bear Road,EE. UU.,Albuquerque,NM,87111,35.13623428,-106.5444183
1425,Christina,Harvey,XXXXXXXXX,XXXXXXXXX,Consumer,3481 Crystal Campus,Puerto Rico,Caguas,PR,725,18.27340317,-66.37052155
2737,Mary,,XXXXXXXXX,XXXXXXXXX,Consumer,5424 Rustic Anchor Boulevard,Puerto Rico,Caguas,PR,725,18.29137993,-66.3705368
3923,Mary,King,XXXXXXXXX,XXXXXXXXX,Consumer,4435 Silent Bear Road,EE. UU.,Albuquerque,NM,87111,35.13623428,-106.5444183
6543,Alexander,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7958 Thunder Apple Street,Puerto Rico,Caguas,PR,725,18.27920532,-66.37055206
3990,Sandra,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,6496 Harvest Highlands,Puerto Rico,Guayama,PR,784,17.98249054,-66.1126709
8524,Ruth,Farrell,XXXXXXXXX,XXXXXXXXX,Consumer,1453 Lazy Cider Hill,Puerto Rico,Caguas,PR,725,18.24496079,-66.3705368
9204,Mary,Harris,XXXXXXXXX,XXXXXXXXX,Consumer,8713 Quaking Abbey,Puerto Rico,Caguas,PR,725,18.28453636,-66.37060547
11761,Lauren,Coleman,XXXXXXXXX,XXXXXXXXX,Consumer,1285 Noble Pointe,Puerto Rico,Caguas,PR,725,18.28339195,-66.37051392
9554,Mary,Hayes,XXXXXXXXX,XXXXXXXXX,Consumer,6314 Honey Canyon,Puerto Rico,Caguas,PR,725,18.22172546,-66.37059021
5118,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,1388 Blue Turnabout,Puerto Rico,Caguas,PR,725,18.25333214,-66.37051392
3923,Mary,King,XXXXXXXXX,XXXXXXXXX,Consumer,4435 Silent Bear Road,EE. UU.,Albuquerque,NM,87111,35.13623428,-106.5444183
3923,Mary,King,XXXXXXXXX,XXXXXXXXX,Consumer,4435 Silent Bear Road,EE. UU.,Albuquerque,NM,87111,35.13623428,-106.5444183
138,Mary,Dawson,XXXXXXXXX,XXXXXXXXX,Consumer,9544 Noble Spring Route,Puerto Rico,Caguas,PR,725,18.22758102,-66.04357147
8979,Mary,Huffman,XXXXXXXXX,XXXXXXXXX,Consumer,6200 Sunny Hickory Front,EE. UU.,Albuquerque,NM,87111,35.13623428,-106.5444183
2053,Ronald,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,1025 Colonial Plaza,Puerto Rico,Caguas,PR,725,18.24120712,-66.37050629
10344,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,2839 Grand Timber Canyon,Puerto Rico,Juana Diaz,PR,795,18.05199051,-66.50184631
2235,David,Shields,XXXXXXXXX,XXXXXXXXX,Consumer,6819 Sleepy Nectar Way,EE. UU.,Albuquerque,NM,87120,35.11821365,-106.7038727
3375,Mary,Sanchez,XXXXXXXXX,XXXXXXXXX,Consumer,6174 Wishing Front,Puerto Rico,Caguas,PR,725,18.20664215,-66.37052918
9856,Andrea,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,2783 Middle End,EE. UU.,Albuquerque,NM,87111,35.13623428,-106.5444183
6543,Alexander,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7958 Thunder Apple Street,Puerto Rico,Caguas,PR,725,18.27920532,-66.37055206
6850,Russell,Taylor,XXXXXXXXX,XXXXXXXXX,Consumer,5520 Bright Hills Gardens,EE. UU.,Albuquerque,NM,87105,34.99743652,-106.6525803
7247,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,6401 Shady Embers Farms,Puerto Rico,Caguas,PR,725,18.22776032,-66.37059021
1273,Maria,Evans,XXXXXXXXX,XXXXXXXXX,Consumer,595 Indian Path,Puerto Rico,Caguas,PR,725,18.2362442,-66.37062073
6850,Russell,Taylor,XXXXXXXXX,XXXXXXXXX,Consumer,5520 Bright Hills Gardens,EE. UU.,Albuquerque,NM,87105,34.99743652,-106.6525803
7701,James,Lawson,XXXXXXXXX,XXXXXXXXX,Consumer,1577 Green Vista,Puerto Rico,Caguas,PR,725,18.25289154,-66.37058258
10834,Susan,Sullivan,XXXXXXXXX,XXXXXXXXX,Corporate,4543 Cinder Link,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
9528,Mary,Flores,XXXXXXXXX,XXXXXXXXX,Consumer,3089 Gentle Horse Chase,Puerto Rico,Caguas,PR,725,18.22190094,-66.37052155
717,Mary,Camacho,XXXXXXXXX,XXXXXXXXX,Corporate,4845 Thunder Embers Hollow,EE. UU.,Albuquerque,NM,87111,35.13143921,-106.5452042
11149,Roy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,4601 Amber Grove Hollow,Puerto Rico,Caguas,PR,725,18.28128624,-66.37050629
10834,Susan,Sullivan,XXXXXXXXX,XXXXXXXXX,Corporate,4543 Cinder Link,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
10834,Susan,Sullivan,XXXXXXXXX,XXXXXXXXX,Corporate,4543 Cinder Link,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
4781,Janet,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,8617 Cinder Mountain Forest,Puerto Rico,Caguas,PR,725,18.25534058,-66.37050629
10668,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,5087 Crystal Hills Manor,Puerto Rico,Caguas,PR,725,18.23215866,-66.37059021
5421,Mary,Carlson,XXXXXXXXX,XXXXXXXXX,Consumer,1548 Lazy Place,Puerto Rico,Caguas,PR,725,18.20737648,-66.37055206
10200,Nicole,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,9009 Merry Nectar Heights,Puerto Rico,Caguas,PR,725,18.27331543,-66.37060547
3938,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,2556 Umber Autoroute,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
11106,Mary,Navarro,XXXXXXXXX,XXXXXXXXX,Consumer,6324 Lazy Lane,Puerto Rico,Caguas,PR,725,18.26016426,-66.37059021
3923,Mary,King,XXXXXXXXX,XXXXXXXXX,Consumer,4435 Silent Bear Road,EE. UU.,Albuquerque,NM,87111,35.13623428,-106.5444183
3923,Mary,King,XXXXXXXXX,XXXXXXXXX,Consumer,4435 Silent Bear Road,EE. UU.,Albuquerque,NM,87111,35.13623428,-106.5444183
7465,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7732 Honey Dale,EE. UU.,Albuquerque,NM,87120,35.12392044,-106.723587
7465,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7732 Honey Dale,EE. UU.,Albuquerque,NM,87120,35.12392044,-106.723587
7465,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7732 Honey Dale,EE. UU.,Albuquerque,NM,87120,35.12392044,-106.723587
7465,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7732 Honey Dale,EE. UU.,Albuquerque,NM,87120,35.12392044,-106.723587
2208,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,4675 Rocky Field,EE. UU.,Albuquerque,NM,87111,35.00810242,-106.7167816
2208,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,4675 Rocky Field,EE. UU.,Albuquerque,NM,87111,35.00810242,-106.7167816
7465,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7732 Honey Dale,EE. UU.,Albuquerque,NM,87120,35.12392044,-106.723587
31,Mary,Byrd,XXXXXXXXX,XXXXXXXXX,Consumer,8259 Foggy Edge,EE. UU.,Albuquerque,NM,87111,35.13143921,-106.5452042
2235,David,Shields,XXXXXXXXX,XXXXXXXXX,Consumer,6819 Sleepy Nectar Way,EE. UU.,Albuquerque,NM,87120,35.11821365,-106.7038727
10834,Susan,Sullivan,XXXXXXXXX,XXXXXXXXX,Corporate,4543 Cinder Link,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
10834,Susan,Sullivan,XXXXXXXXX,XXXXXXXXX,Corporate,4543 Cinder Link,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
18122,Alma,Brock,XXXXXXXXX,XXXXXXXXX,Corporate,1913 Tawny Park,EE. UU.,Albuquerque,NM,87112,35.1097641,-106.5007248
10812,Mary,Powell,XXXXXXXXX,XXXXXXXXX,Corporate,9848 Lost Embers Crest,EE. UU.,Albuquerque,NM,87112,35.1097641,-106.5007248
10834,Susan,Sullivan,XXXXXXXXX,XXXXXXXXX,Corporate,4543 Cinder Link,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
1940,Katherine,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,8667 Stony Range,EE. UU.,Albuquerque,NM,87112,35.1097641,-106.5007248
10834,Susan,Sullivan,XXXXXXXXX,XXXXXXXXX,Corporate,4543 Cinder Link,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
6850,Russell,Taylor,XXXXXXXXX,XXXXXXXXX,Consumer,5520 Bright Hills Gardens,EE. UU.,Albuquerque,NM,87105,34.99743652,-106.6525803
13179,Ila,Knight,XXXXXXXXX,XXXXXXXXX,Consumer,2668 Velvet Row ,Puerto Rico,Caguas,PR,725,18.25508499,-66.03705597
6850,Russell,Taylor,XXXXXXXXX,XXXXXXXXX,Consumer,5520 Bright Hills Gardens,EE. UU.,Albuquerque,NM,87105,34.99743652,-106.6525803
3938,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,2556 Umber Autoroute,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
7465,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7732 Honey Dale,EE. UU.,Albuquerque,NM,87120,35.12392044,-106.723587
14604,Demetria,Jarvis,XXXXXXXXX,XXXXXXXXX,Consumer,4854 Tawny Cove,Puerto Rico,Caguas,PR,725,18.29532433,-66.03705597
11883,Steven,Miller,XXXXXXXXX,XXXXXXXXX,Corporate,629 Grand Inlet,EE. UU.,Albuquerque,NM,87120,35.11821365,-106.7038727
11883,Steven,Miller,XXXXXXXXX,XXXXXXXXX,Corporate,629 Grand Inlet,EE. UU.,Albuquerque,NM,87120,35.11821365,-106.7038727
1940,Katherine,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,8667 Stony Range,EE. UU.,Albuquerque,NM,87112,35.1097641,-106.5007248
13194,Riley,Jones,XXXXXXXXX,XXXXXXXXX,Consumer,6370 Emerald Row ,Puerto Rico,Caguas,PR,725,18.23524284,-66.03705597
1940,Katherine,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,8667 Stony Range,EE. UU.,Albuquerque,NM,87112,35.1097641,-106.5007248
6454,Kathleen,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,2887 Gentle Island Highway,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
6454,Kathleen,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,2887 Gentle Island Highway,EE. UU.,Albuquerque,NM,87105,35.06517029,-106.6699524
1940,Katherine,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,8667 Stony Range,EE. UU.,Albuquerque,NM,87112,35.1097641,-106.5007248
2436,Kevin,Park,XXXXXXXXX,XXXXXXXXX,Corporate,8368 Colonial Line,EE. UU.,Albuquerque,NM,87120,35.11821365,-106.7038727
11406,James,Perry,XXXXXXXXX,XXXXXXXXX,Corporate,5768 Emerald Blossom Parkway,EE. UU.,Albuquerque,NM,87111,34.99326706,-106.6536102
717,Mary,Camacho,XXXXXXXXX,XXXXXXXXX,Corporate,4845 Thunder Embers Hollow,EE. UU.,Albuquerque,NM,87111,35.13143921,-106.5452042
9684,Wayne,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,7871 Silver Walk,EE. UU.,Albuquerque,NM,87112,34.97515488,-106.6575928
9684,Wayne,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,7871 Silver Walk,EE. UU.,Albuquerque,NM,87112,34.97515488,-106.6575928
